uid,eventID,pointID,stemDistance,stemAzimuth,individualID,taxonID,scientificName,taxonRank
237998d0-85b9-4dd4-af16-077ac6bb824c,vst_HARV_2018,39,7.8,105.2,NEON.PLA.D01.HARV.04277,PICEA,Picea sp.,genus
96a71088-7412-4e42-883d-6c0a1612e43e,vst_HARV_2018,39,6.2,105.6,NEON.PLA.D01.HARV.04279,PICEA,Picea sp.,genus
1530fcb3-6555-42ec-ab57-21a4f62721ca,vst_HARV_2018,39,4.9,110.6,NEON.PLA.D01.HARV.04280,PICEA,Picea sp.,genus
fb3130a7-2dbb-44b7-86b9-57247081be5a,vst_HARV_2016,61,1.8,242.1,NEON.PLA.D01.HARV.04369,PICEA,Picea sp.,genus
3664e33b-10a9-42b3-a91d-22a9353cf7de,vst_HARV_2018,39,10.6,95.9,NEON.PLA.D01.HARV.04532,TSCA,Tsuga canadensis (L.) Carrière,species
e6ee2004-8bd9-4a35-8e2d-43b87196240d,vst_HARV_2018,39,9.9,134.1,NEON.PLA.D01.HARV.04537,ACRU,Acer rubrum L.,species
7a28c593-b73a-4cfb-ae86-975b9ce17180,vst_HARV_2018,41,4.6,230.7,NEON.PLA.D01.HARV.04667,TSCA,Tsuga canadensis (L.) Carrière,species
55c95726-cbec-4c4a-95fc-e7ef415f8e44,vst_HARV_2018,41,5,158.8,NEON.PLA.D01.HARV.04820,TSCA,Tsuga canadensis (L.) Carrière,species
5c05d4e0-a767-41de-b9f8-a710f6e4645d,vst_HARV_2018,59,8.9,198.4,NEON.PLA.D01.HARV.04924,QURU,Quercus rubra L.,species
bdf23010-1877-45b9-84bd-681df0d34cff,vst_HARV_2018,21,12.5,55.5,NEON.PLA.D01.HARV.04958,TSCA,Tsuga canadensis (L.) Carrière,species
687c3a6e-33f8-4885-97e1-442a4b638597,vst_HARV_2018,57,1.9,156.3,NEON.PLA.D01.HARV.05148,FAGR,Fagus grandifolia Ehrh.,species
a39436c7-1ca9-463c-b157-71d983c0d6f4,vst_HARV_2016,61,8.5,264.8,NEON.PLA.D01.HARV.05180,TSCA,Tsuga canadensis (L.) Carrière,species
ac5d924d-9dab-49d7-b0ac-81db608ab952,vst_HARV_2018,50,2.4,218.6,NEON.PLA.D01.HARV.05377,PINUS,Pinus sp.,genus
0adbaa4e-d9b3-4edc-a626-5bb80b23b21e,vst_HARV_2018,41,5.2,89.4,NEON.PLA.D01.HARV.05444,PINUS,Pinus sp.,genus
9dc45254-683e-43a4-ba60-7c8edb7ddc19,vst_HARV_2016,41,6.9,150.1,NEON.PLA.D01.HARV.05606,QURU,Quercus rubra L.,species
19593927-280e-4bec-adb3-7151f4722c3b,vst_HARV_2016,41,5.8,171.4,NEON.PLA.D01.HARV.05608,PIST,Pinus strobus L.,species
ff692e20-271f-4b02-865f-34ae6980807b,vst_HARV_2016,41,8.8,244.1,NEON.PLA.D01.HARV.05609,ACRU,Acer rubrum L.,species
91839ca4-5471-4038-9895-484ef87ddaf3,vst_HARV_2016,41,11.5,114.2,NEON.PLA.D01.HARV.05610,PIAB,Picea abies (L.) Karst.,species
71d0e7e6-bafa-4927-b379-df08edb415df,vst_HARV_2016,41,1.7,226.4,NEON.PLA.D01.HARV.05611,PIST,Pinus strobus L.,species
2a36bf60-f646-41f1-bd08-b02f49770917,vst_HARV_2016,41,3.8,246.9,NEON.PLA.D01.HARV.05612,PIST,Pinus strobus L.,species
a9dab040-c367-4c54-8a2b-3665eed5b398,vst_HARV_2016,41,3.6,216.7,NEON.PLA.D01.HARV.05613,ACRU,Acer rubrum L.,species
8c0c6ac6-204e-4875-974a-64dab8a17e79,vst_HARV_2016,41,6.1,192.4,NEON.PLA.D01.HARV.05614,PIST,Pinus strobus L.,species
6edaef71-ce7c-49fe-b6e4-9d792b2bd881,vst_HARV_2016,41,7.8,184.1,NEON.PLA.D01.HARV.05615,PIAB,Picea abies (L.) Karst.,species
92b82f63-2255-4c90-adc1-03edcfe8deb0,vst_HARV_2016,41,5.2,124.9,NEON.PLA.D01.HARV.05616,PIAB,Picea abies (L.) Karst.,species
c04112e5-67d9-402f-bdc8-f5f9cd9d1f8f,vst_HARV_2016,41,10.3,130.4,NEON.PLA.D01.HARV.05618,PIAB,Picea abies (L.) Karst.,species
828d4de8-1032-4158-acdf-5ee7cf436eea,vst_HARV_2016,23,13.8,38.3,NEON.PLA.D01.HARV.05619,PIAB,Picea abies (L.) Karst.,species
42a184e4-4449-4ba9-a309-8313f5fee4ac,vst_HARV_2016,25,12.9,308.6,NEON.PLA.D01.HARV.05620,QURU,Quercus rubra L.,species
46950e6b-439c-4aef-9094-2193750c4431,vst_HARV_2016,25,14,316.2,NEON.PLA.D01.HARV.05625,ACRU,Acer rubrum L.,species
934335c0-7d97-4acd-a48a-5e4528c37bdd,vst_HARV_2016,41,9.5,106.2,NEON.PLA.D01.HARV.05626,PIST,Pinus strobus L.,species
feff19ac-7599-4b44-8f66-58e7e54e051b,vst_HARV_2016,41,13.5,111.3,NEON.PLA.D01.HARV.05627,PIST,Pinus strobus L.,species
6665ffd6-776f-46d3-ac17-2aa171d0e701,vst_HARV_2016,41,15.4,113.5,NEON.PLA.D01.HARV.05628,PIAB,Picea abies (L.) Karst.,species
5dbbdfeb-717a-4d8d-bf3f-3086494ffd3b,vst_HARV_2016,43,6.8,243.6,NEON.PLA.D01.HARV.05630,PIAB,Picea abies (L.) Karst.,species
7a7ff5a7-11f0-4c72-ab80-ee5894f31b52,vst_HARV_2016,41,11.5,96.2,NEON.PLA.D01.HARV.05631,PIAB,Picea abies (L.) Karst.,species
96d20609-640e-418d-9a7d-667acdbc9ec0,vst_HARV_2016,43,5.4,256.2,NEON.PLA.D01.HARV.05632,FRAM2,Fraxinus americana L.,species
cdd60a69-26fd-41e2-a7e0-59215f746144,vst_HARV_2016,43,9.9,189.1,NEON.PLA.D01.HARV.05637,TSCA,Tsuga canadensis (L.) Carrière,species
e0f43500-39ed-4f40-91c1-8da7bf14547e,vst_HARV_2016,25,6.4,358.3,NEON.PLA.D01.HARV.05639,PIST,Pinus strobus L.,species
8c9061d0-10e3-4deb-b497-d6ed04644275,vst_HARV_2016,43,14,184.8,NEON.PLA.D01.HARV.05640,QURU,Quercus rubra L.,species
9d4b8491-d3fe-4c7c-8a7c-7f2f37f0b5c9,vst_HARV_2016,25,3.4,314.7,NEON.PLA.D01.HARV.05641,PIST,Pinus strobus L.,species
6ec88653-aaae-4524-9646-3cca8c1dc544,vst_HARV_2016,25,2.6,355.8,NEON.PLA.D01.HARV.05642,TSCA,Tsuga canadensis (L.) Carrière,species
177157cb-f32d-405f-a6ee-8d371128c5cb,vst_HARV_2016,25,9.1,299.8,NEON.PLA.D01.HARV.05643,PIAB,Picea abies (L.) Karst.,species
a79c2532-f45d-4bd2-8904-b1bb9d5f413a,vst_HARV_2016,23,10.8,87.4,NEON.PLA.D01.HARV.05646,PIST,Pinus strobus L.,species
9f62c1bf-ca39-40c4-a043-2a0db178459b,vst_HARV_2016,23,10.2,87.5,NEON.PLA.D01.HARV.05647,BEAL2,Betula alleghaniensis Britton,species
1d120b02-8c95-4fa3-be98-03076af24b85,vst_HARV_2016,23,8.5,86.9,NEON.PLA.D01.HARV.05648,PIST,Pinus strobus L.,species
86fc9e96-7d83-4752-9784-d8d580074213,vst_HARV_2016,23,9.5,48.6,NEON.PLA.D01.HARV.05649,PIAB,Picea abies (L.) Karst.,species
2f1d279e-5f70-4e12-9bac-0650cd417fd9,vst_HARV_2016,23,9.9,40.8,NEON.PLA.D01.HARV.05650,ACRU,Acer rubrum L.,species
c751717f-38c9-4170-a6bd-7f6b9d31b480,vst_HARV_2016,23,6.5,66.1,NEON.PLA.D01.HARV.05652,PIAB,Picea abies (L.) Karst.,species
a08b9655-dce7-413d-af5f-d8966295a96d,vst_HARV_2016,23,7.5,38.2,NEON.PLA.D01.HARV.05654,PIAB,Picea abies (L.) Karst.,species
fbc4cc5c-427a-4462-bafe-3a2062f2d102,vst_HARV_2016,23,8.1,22.8,NEON.PLA.D01.HARV.05655,ACRU,Acer rubrum L.,species
632907ad-6a39-4487-8a1c-5eb33a24f7ff,vst_HARV_2016,41,11.3,170.6,NEON.PLA.D01.HARV.05656,PIAB,Picea abies (L.) Karst.,species
b539ec99-819f-4d75-befb-7bb0bdad1327,vst_HARV_2016,41,10.5,199.1,NEON.PLA.D01.HARV.05657,PIST,Pinus strobus L.,species
40b2cd8a-d480-42b6-b764-62d1d3232ef7,vst_HARV_2016,41,11.9,191.9,NEON.PLA.D01.HARV.05658,PIST,Pinus strobus L.,species
7f1585b9-7970-4f8e-89bc-89de36404e55,vst_HARV_2016,23,1.9,298.5,NEON.PLA.D01.HARV.05659,PIAB,Picea abies (L.) Karst.,species
594e4eae-b298-42d0-b669-809f7f8aa43e,vst_HARV_2016,23,2.6,270.9,NEON.PLA.D01.HARV.05660,QURU,Quercus rubra L.,species
fd8a243a-1a8d-40d6-890e-c9ddcf4e41a7,vst_HARV_2016,21,13.3,39,NEON.PLA.D01.HARV.05664,QURU,Quercus rubra L.,species
9c5e11df-ad8e-4d9b-92d1-6bbb1216f034,vst_HARV_2016,41,13,237.8,NEON.PLA.D01.HARV.05666,ACRU,Acer rubrum L.,species
4f1e949b-06c1-4738-bdb6-4ae335816d98,vst_HARV_2016,41,12.3,251.3,NEON.PLA.D01.HARV.05667,ACRU,Acer rubrum L.,species
a210a443-1905-4da6-8708-1d866d5c9553,vst_HARV_2016,41,15.3,240.7,NEON.PLA.D01.HARV.05673,PIAB,Picea abies (L.) Karst.,species
87929eda-36b7-4778-8d5b-bea81aa229e8,vst_HARV_2016,41,17.5,260,NEON.PLA.D01.HARV.05674,QURU,Quercus rubra L.,species
9b807914-34e1-42e7-8a7a-f100e4100bfc,vst_HARV_2016,41,15.8,257.5,NEON.PLA.D01.HARV.05677,PIAB,Picea abies (L.) Karst.,species
b9fae224-25a4-4d12-b330-dd99fce5fd1b,vst_HARV_2016,23,7.2,29.5,NEON.PLA.D01.HARV.05678,QURU,Quercus rubra L.,species
7db3fb7d-29d0-41eb-8fff-840c37b458a7,vst_HARV_2016,57,13.5,93.7,NEON.PLA.D01.HARV.05708,ACRU,Acer rubrum L.,species
e01189ca-7457-4797-bf99-eae082aebb45,vst_HARV_2018,25,9.7,329.1,NEON.PLA.D01.HARV.05742,TSCA,Tsuga canadensis (L.) Carrière,species
dc38441e-e02f-4de4-9630-64ef8ede5297,vst_HARV_2018,25,9.7,346.1,NEON.PLA.D01.HARV.05751,ACRU,Acer rubrum L.,species
b897196a-8649-42ff-8aac-4eb16290dd9f,vst_HARV_2018,43,0.7,255.5,NEON.PLA.D01.HARV.05754,ACRU,Acer rubrum L.,species
20f33f02-7fa2-436c-b703-a5efa7b9a36a,vst_HARV_2016,21,4.7,69.9,NEON.PLA.D01.HARV.05802,BELE,Betula lenta L.,species
3c5a735a-6e39-448b-8096-96a2990127a3,vst_HARV_2016,23,13.3,295.6,NEON.PLA.D01.HARV.05804,QURU,Quercus rubra L.,species
56478821-41b8-40fd-8886-027b488c6f82,vst_HARV_2016,21,13.5,12.4,NEON.PLA.D01.HARV.05812,QURU,Quercus rubra L.,species
49558db4-eba8-4fb6-960a-3e2bd471dc96,vst_HARV_2016,21,12.4,0.3,NEON.PLA.D01.HARV.05813,PIST,Pinus strobus L.,species
b356023c-7e23-4b9e-88ab-8439727fdf87,vst_HARV_2016,21,10.5,29.8,NEON.PLA.D01.HARV.05814,QURU,Quercus rubra L.,species
41262977-49ef-4cc2-9ab7-d1d96cddf7cd,vst_HARV_2017,61,18.6,268,NEON.PLA.D01.HARV.05868,TSCA,Tsuga canadensis (L.) Carrière,species
61783a5b-4f4a-4b1d-947e-456902b524ea,vst_HARV_2016,21,6.8,32.5,NEON.PLA.D01.HARV.06001,ACRU,Acer rubrum L.,species
b4995dd0-47b1-4f67-be5b-7ac70550e714,vst_HARV_2018,59,11.6,141.7,NEON.PLA.D01.HARV.08033,TSCA,Tsuga canadensis (L.) Carrière,species
c96d9d34-778d-427c-a078-85fc9c20cffe,vst_HARV_2018,59,10.5,146.7,NEON.PLA.D01.HARV.08054,ACRU,Acer rubrum L.,species
86feaba8-c79f-4eea-a5d4-9668a1db5c10,vst_HARV_2018,43,13.9,225.5,NEON.PLA.D01.HARV.08062,ACRU,Acer rubrum L.,species
024c149b-04f1-4827-889d-3e29dc8b970f,vst_HARV_2018,43,12.3,330.4,NEON.PLA.D01.HARV.08074,TSCA,Tsuga canadensis (L.) Carrière,species
3fd7e866-aeb1-4035-829e-77b2094c2bd6,vst_HARV_2018,25,10.7,340.7,NEON.PLA.D01.HARV.08075,TSCA,Tsuga canadensis (L.) Carrière,species
e23b1365-50da-4f56-b11a-a775d62463f3,vst_HARV_2018,43,15.4,230.9,NEON.PLA.D01.HARV.08082,TSCA,Tsuga canadensis (L.) Carrière,species
55b52147-8827-495e-ac87-528f984111cc,vst_HARV_2018,39,3.6,171,NEON.PLA.D01.HARV.08101,QUVE,Quercus velutina Lam.,species
92fc18a5-4e05-4bfe-b317-08938aaf1493,vst_HARV_2018,39,4.6,163.8,NEON.PLA.D01.HARV.08102,QUVE,Quercus velutina Lam.,species
21a74bc1-6068-4e5d-9ee3-b00faf706c1b,vst_HARV_2018,21,7.8,10.9,NEON.PLA.D01.HARV.08111,QUVE,Quercus velutina Lam.,species
56bacf5f-27e0-49f4-ac9c-6b9e91838766,vst_HARV_2018,61,4.2,252.6,NEON.PLA.D01.HARV.08277,ACRU,Acer rubrum L.,species
037f46d0-0ecb-432b-9837-d7193a6b74f7,vst_HARV_2017,23,9.2,354.6,NEON.PLA.D01.HARV.08420A,QURU,Quercus rubra L.,species
6a657da4-6f4a-4a5a-addd-5bbbcf8a0c3a,vst_HARV_2017,57,26.6,110.1,NEON.PLA.D01.HARV.08458B,ACRU,Acer rubrum L.,species
c7def798-7ca2-4faf-b541-7426f984362c,vst_HARV_2018,43,6.9,220.9,NEON.PLA.D01.HARV.08727,TSCA,Tsuga canadensis (L.) Carrière,species
f5ac0fe1-451d-4456-8845-ce621f14ab36,vst_HARV_2018,57,6.1,133.7,NEON.PLA.D01.HARV.08884,ACRU,Acer rubrum L.,species
d497fae6-fc46-44e2-8062-834045ad3482,vst_HARV_2017,57,7.5,150.9,NEON.PLA.D01.HARV.09371A,BEAL2,Betula alleghaniensis Britton,species
e5a25d53-293e-4428-9d2a-f582c718f78b,vst_HARV_2015,57,24.7,114.4,NEON.PLA.D01.HARV.09524,QURU,Quercus rubra L.,species
2e37990a-4c14-4f88-8538-268fd3f846ce,vst_HARV_2015,23,3.3,279.4,NEON.PLA.D01.HARV.09554,ACRU,Acer rubrum L.,species
abbfb06c-5e8a-45df-b746-eaf902f83c05,vst_HARV_2015,61,8.4,267.8,NEON.PLA.D01.HARV.09559,TSCA,Tsuga canadensis (L.) Carrière,species
647a847c-1808-4c11-8bbf-dfd468931541,vst_HARV_2015,25,7.2,355.7,NEON.PLA.D01.HARV.09561,TSCA,Tsuga canadensis (L.) Carrière,species
36e6ffb3-c2ba-43e4-8df8-0dcc4c7afd2e,vst_HARV_2015,41,3.2,127.3,NEON.PLA.D01.HARV.09569,BEAL2,Betula alleghaniensis Britton,species
f2b69bd4-98f2-41af-a2a3-ff7cd5271561,vst_HARV_2015,41,5.6,120.6,NEON.PLA.D01.HARV.09570,PIST,Pinus strobus L.,species
c3b25b40-31d6-472d-a463-a9a2f59b1b69,vst_HARV_2015,41,10.2,343.3,NEON.PLA.D01.HARV.09590,PIST,Pinus strobus L.,species
0e971d36-ef2f-4b4c-9c54-24e4aa122c6d,vst_HARV_2015,41,8.7,0.3,NEON.PLA.D01.HARV.09591,ACRU,Acer rubrum L.,species
c2354306-79c8-4f49-89b7-492f1f25939d,vst_HARV_2015,41,4.9,354.7,NEON.PLA.D01.HARV.09731,ACRU,Acer rubrum L.,species
ab9fd867-ec56-4803-be66-a8b80cf295da,vst_HARV_2015,41,2.2,118,NEON.PLA.D01.HARV.09800,PIST,Pinus strobus L.,species
6c791967-0dd2-4826-9112-1c01bef41efa,vst_HARV_2018,41,10.8,314.4,NEON.PLA.D01.HARV.09805,PIAB,Picea abies (L.) Karst.,species
1f136d61-f3a7-4dee-92bf-a6fac92b37ea,vst_HARV_2018,41,5.1,355.4,NEON.PLA.D01.HARV.09806,PIAB,Picea abies (L.) Karst.,species
18434eef-1b04-44ac-b8aa-d090f3834a0f,vst_HARV_2016,41,3.5,294.2,NEON.PLA.D01.HARV.09808,PIAB,Picea abies (L.) Karst.,species
5f3f1f8f-073a-42b8-b630-05d9fee4da40,vst_HARV_2015,61,26.3,206.9,NEON.PLA.D01.HARV.09918,PIST,Pinus strobus L.,species
91dfacd6-f790-44ed-86ab-21ddb9ba2b8e,vst_HARV_2015,41,9.4,27,NEON.PLA.D01.HARV.09929,PIST,Pinus strobus L.,species
341f0b78-b4f5-478c-89b3-1bcd645e427b,vst_HARV_2015,41,7.8,20.8,NEON.PLA.D01.HARV.09930,PIST,Pinus strobus L.,species
ee3b1887-82fd-40d8-9bde-ecdbdc7967c8,vst_HARV_2015,41,9.9,124.2,NEON.PLA.D01.HARV.09937,PIST,Pinus strobus L.,species
8147b5e4-a238-4cff-a900-16b0b9876be4,vst_HARV_2015,25,23.7,311.6,NEON.PLA.D01.HARV.09954,QUAL,Quercus alba L.,species
aa157823-6607-4990-ad0a-a3a8469643fc,vst_HARV_2015,21,23.3,26.8,NEON.PLA.D01.HARV.09975,QURU,Quercus rubra L.,species
1409f3fb-f7fb-44ab-9356-7e86327b66d0,vst_HARV_2015,21,25.6,33.9,NEON.PLA.D01.HARV.09977,BELE,Betula lenta L.,species
b1cba42a-325d-44e2-b79f-14e002c46e75,vst_HARV_2015,51,4.8,18,NEON.PLA.D01.HARV.09978,PIST,Pinus strobus L.,species
f63e9895-dc00-403f-944d-30488444c7a5,vst_HARV_2015,41,7.4,322.8,NEON.PLA.D01.HARV.09983,QUAL,Quercus alba L.,species
b7b015ee-2b61-4f3f-8b72-76d1cd89fbb3,vst_HARV_2015,23,5.3,85.8,NEON.PLA.D01.HARV.09984,ACRU,Acer rubrum L.,species
163b1b7a-89cd-4dfd-8146-d92aae495ae6,vst_HARV_2015,21,26.1,31.9,NEON.PLA.D01.HARV.09986,QURU,Quercus rubra L.,species
c60553f6-7e4d-4261-96fa-cf98c697f9c5,vst_HARV_2015,41,8.2,53.9,NEON.PLA.D01.HARV.09988,PIST,Pinus strobus L.,species
4a823229-0a7a-4da6-8ef7-8c1a6e1b1a72,vst_HARV_2015,21,19.9,28,NEON.PLA.D01.HARV.09998,PIST,Pinus strobus L.,species
e0041560-9b92-45b8-98cb-5594edddbbbd,vst_HARV_2016,43,4.6,182.3,NEON.PLA.D01.HARV.10011,TSCA,Tsuga canadensis (L.) Carrière,species
941e64cd-2f86-498f-9606-e82a0dc2bd1d,vst_HARV_2016,43,7.2,182.5,NEON.PLA.D01.HARV.10012,BELE,Betula lenta L.,species
19bd353c-1cd5-4887-a27e-7b88996cbb2d,vst_HARV_2016,41,3.3,347.7,NEON.PLA.D01.HARV.10022,TSCA,Tsuga canadensis (L.) Carrière,species
f274ca15-7ca3-4e07-ae5e-8a7cfff3dcc1,vst_HARV_2016,41,5.7,356.5,NEON.PLA.D01.HARV.10023,ACRU,Acer rubrum L.,species
df8d537a-f7f0-4e82-9a0e-f6c8046ec9bf,vst_HARV_2018,41,13,38.8,NEON.PLA.D01.HARV.10039,BEAL2,Betula alleghaniensis Britton,species
421542d0-3fdc-4089-bddc-7dae4331b892,vst_HARV_2016,41,4.9,176.5,NEON.PLA.D01.HARV.10096,TSCA,Tsuga canadensis (L.) Carrière,species
5c9e9773-401d-4afd-8afc-f66beb043f68,vst_HARV_2016,41,5.4,178,NEON.PLA.D01.HARV.10097,TSCA,Tsuga canadensis (L.) Carrière,species
f267805f-94ab-41de-a0bf-3c4484654f4d,vst_HARV_2015,41,6.9,119.3,NEON.PLA.D01.HARV.10315,TSCA,Tsuga canadensis (L.) Carrière,species
6532e239-e3f7-4346-9ce9-3b1126413388,vst_HARV_2015,23,9.8,61.4,NEON.PLA.D01.HARV.10316,TSCA,Tsuga canadensis (L.) Carrière,species
945d94f8-4e75-4598-8fc5-c284df677fa3,vst_HARV_2015,25,2.2,298.3,NEON.PLA.D01.HARV.10317,TSCA,Tsuga canadensis (L.) Carrière,species
34c835ba-9f03-41e5-87b1-9fa8047700ff,vst_HARV_2015,57,2.4,110.7,NEON.PLA.D01.HARV.10319,BELE,Betula lenta L.,species
7c925a84-497f-4963-bb54-baf69437414a,vst_HARV_2015,57,2.4,104,NEON.PLA.D01.HARV.10320,TSCA,Tsuga canadensis (L.) Carrière,species
3b751bb8-0d5d-48cc-bb9d-b9b5d0dd084f,vst_HARV_2015,57,3,110.4,NEON.PLA.D01.HARV.10321,TSCA,Tsuga canadensis (L.) Carrière,species
d4e61b06-24c1-44ad-9d2e-a7b4bab15b5c,vst_HARV_2015,57,4.4,113.1,NEON.PLA.D01.HARV.10322,BELE,Betula lenta L.,species
59f4b665-8a10-44d3-9711-88e8a50309b4,vst_HARV_2015,57,6.9,97,NEON.PLA.D01.HARV.10323,ACRU,Acer rubrum L.,species
06de13fe-8df8-4a20-a1ef-9410b60a1d7d,vst_HARV_2015,41,11.4,305.2,NEON.PLA.D01.HARV.10324,ACRU,Acer rubrum L.,species
1cd18fac-6839-4f73-ac1f-e3f505e7a499,vst_HARV_2015,41,7.3,93.2,NEON.PLA.D01.HARV.10331,TSCA,Tsuga canadensis (L.) Carrière,species
c6603b84-6eac-4dfb-8e60-a8f5c9537e3e,vst_HARV_2015,25,2.3,359.2,NEON.PLA.D01.HARV.10348,BEPAP,Betula papyrifera Marshall var. papyrifera,variety
a5a1bd36-000e-4531-bda7-84cdd98c31dd,vst_HARV_2015,59,12.7,149.1,NEON.PLA.D01.HARV.10351,ACRU,Acer rubrum L.,species
83ca5add-07c4-46eb-a823-b72feb0e8466,vst_HARV_2015,21,13.8,36.9,NEON.PLA.D01.HARV.10356,QURU,Quercus rubra L.,species
281b04d7-28b2-472d-9a4d-6f97e36a4a1b,vst_HARV_2015,61,3.5,191.6,NEON.PLA.D01.HARV.10362,ACRU,Acer rubrum L.,species
49dd5957-56d0-4012-be15-a2c2a86eff0d,vst_HARV_2015,61,7,181.5,NEON.PLA.D01.HARV.10363,PIST,Pinus strobus L.,species
7583c8a5-9e63-4a21-91d8-c73e40028b2d,vst_HARV_2016,39,12.1,128.3,NEON.PLA.D01.HARV.10364,BELE,Betula lenta L.,species
6003b06c-5537-4ec4-ad0f-41a9ce32f418,vst_HARV_2018,61,5.7,186.5,NEON.PLA.D01.HARV.10415,ACRU,Acer rubrum L.,species
9cba1e62-629e-492c-bf4c-1dd9e1b0545c,vst_HARV_2015,43,9.9,355.6,NEON.PLA.D01.HARV.10416,ACRU,Acer rubrum L.,species
54674b5a-2f33-407c-8bce-b576e4d32b1f,vst_HARV_2015,41,7.2,89.8,NEON.PLA.D01.HARV.10417,TSCA,Tsuga canadensis (L.) Carrière,species
2eb33898-3d63-4715-b492-d52bdc12ba12,vst_HARV_2015,21,0.9,67.6,NEON.PLA.D01.HARV.10422,PINUS,Pinus sp.,genus
f2d28b6a-1747-4d3c-937b-16240a331e33,vst_HARV_2015,21,9.1,65.8,NEON.PLA.D01.HARV.10433,PIAB,Picea abies (L.) Karst.,species
782f0b02-0987-414b-a6ff-1fa4932862ab,vst_HARV_2015,23,7.7,277.1,NEON.PLA.D01.HARV.10434,BEPAP,Betula papyrifera Marshall var. papyrifera,variety
69d82052-e0e2-42cc-82cd-dcf3ca8fcff2,vst_HARV_2015,21,7.7,86.1,NEON.PLA.D01.HARV.10435,BEAL2,Betula alleghaniensis Britton,species
7e5a7417-68d6-44bb-8efc-a4cfe2cc727c,vst_HARV_2015,21,5.6,80.7,NEON.PLA.D01.HARV.10436,ACRU,Acer rubrum L.,species
c7c7e664-0f96-47bf-96d7-28417fe8c27d,vst_HARV_2015,57,3.8,172.4,NEON.PLA.D01.HARV.10438,FRAM2,Fraxinus americana L.,species
228adc3f-a930-4fda-8517-30197f549ccc,vst_HARV_2015,39,2,59,NEON.PLA.D01.HARV.10442,TSCA,Tsuga canadensis (L.) Carrière,species
5420a469-7296-4402-86b9-17f888c0eb19,vst_HARV_2015,41,14.1,39.6,NEON.PLA.D01.HARV.10448,QURU,Quercus rubra L.,species
dc112efa-a0e0-4f48-a588-480be6b4aabc,vst_HARV_2015,41,13.4,38.3,NEON.PLA.D01.HARV.10449,QURU,Quercus rubra L.,species
a7a1698a-5a29-40e3-8bca-97851aea228f,vst_HARV_2015,57,28.3,90.8,NEON.PLA.D01.HARV.10450,PIAB,Picea abies (L.) Karst.,species
6769cca3-d104-4df4-8405-e4e38e72539d,vst_HARV_2015,43,5.9,359.9,NEON.PLA.D01.HARV.10451,QURU,Quercus rubra L.,species
3850d8fc-8173-4162-b544-6b8265de592a,vst_HARV_2015,57,16.6,91.2,NEON.PLA.D01.HARV.10460,PIAB,Picea abies (L.) Karst.,species
61f09f71-27ce-4ac5-9465-2a76afae68c5,vst_HARV_2017,39,4.3,174,NEON.PLA.D01.HARV.10465,PIST,Pinus strobus L.,species
c34f4f31-bce4-45a3-9cdf-1b5490a8218c,vst_HARV_2017,39,10.9,150.2,NEON.PLA.D01.HARV.10492,ACRU,Acer rubrum L.,species
907113d1-3b93-4207-ac39-213875307417,vst_HARV_2017,43,6.9,343.9,NEON.PLA.D01.HARV.10600,ACRU,Acer rubrum L.,species
573ce0f3-4e5a-4829-9198-4565973c790f,vst_HARV_2016,39,9.9,129.4,NEON.PLA.D01.HARV.10601,TSCA,Tsuga canadensis (L.) Carrière,species
bba76a77-2a3c-4cc4-8972-bf489532da0c,vst_HARV_2016,59,3.4,117.5,NEON.PLA.D01.HARV.10602,BEPO,Betula populifolia Marshall,species
433a6ca9-abe6-4ed1-8428-8f3b9651e225,vst_HARV_2016,41,6.3,90.9,NEON.PLA.D01.HARV.10605,TSCA,Tsuga canadensis (L.) Carrière,species
435bfb1b-04cb-4903-abc4-9151a25de536,vst_HARV_2016,41,7,165.7,NEON.PLA.D01.HARV.10609,FAGR,Fagus grandifolia Ehrh.,species
932104f1-07ad-4d6b-8d7e-f43e5320fe92,vst_HARV_2016,23,1.2,80.8,NEON.PLA.D01.HARV.10612,ACRU,Acer rubrum L.,species
84b2754b-0f6d-417b-9bc7-67ff9ce97035,vst_HARV_2016,59,7.8,184.3,NEON.PLA.D01.HARV.10616,ACRU,Acer rubrum L.,species
315aaff6-dac0-4f84-91cf-c0c15b71780b,vst_HARV_2016,61,0.6,252.7,NEON.PLA.D01.HARV.10674,QURU,Quercus rubra L.,species
5b7aa2c5-ae98-4d68-89e3-dfc400ffa17d,vst_HARV_2018,41,9.7,93.7,NEON.PLA.D01.HARV.10701,TSCA,Tsuga canadensis (L.) Carrière,species
29f5f8fe-98d4-4d8f-b0c8-fb14239b47b4,vst_HARV_2015,41,14.5,270.1,NEON.PLA.D01.HARV.10802,ACRU,Acer rubrum L.,species
c7391a91-80f7-4011-bff9-8af7ea6d09c0,vst_HARV_2015,21,19.7,359.4,NEON.PLA.D01.HARV.10804,PRSES,Prunus serotina Ehrh. var. serotina,variety
bafac1a8-eadd-4c54-b078-dc2d56c9c911,vst_HARV_2015,57,6,171.9,NEON.PLA.D01.HARV.10806,QUAL,Quercus alba L.,species
98a10ca4-ec7c-4207-93d2-8d5eaf044a27,vst_HARV_2015,25,11.7,357.3,NEON.PLA.D01.HARV.10818,ACRU,Acer rubrum L.,species
d1e2292a-9e92-42ce-8ae5-c678b839fcdd,vst_HARV_2015,43,4.2,262.1,NEON.PLA.D01.HARV.10819,ACRU,Acer rubrum L.,species
