uid,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,easting,northing,utmZone,elevation,elevationUncertainty,eventID
e081eba3-9f56-4e96-96e7-d5a1b80194b0,GUAN_059,tower,evergreenForest,17.970195,-66.862869,WGS84,726323.05,1988190.72,19N,140.4,0.2,vst_GUAN_2016
bdf9dcb3-2956-4cad-93ee-ee26e2212da8,GUAN_060,tower,evergreenForest,17.967716,-66.862876,WGS84,726325.46,1987916.29,19N,120.9,0.4,vst_GUAN_2016
d1a54679-4acb-42c0-bd78-5a0133877daa,GUAN_061,tower,evergreenForest,17.966929,-66.863728,WGS84,726236.2,1987828.13,19N,104.3,0.1,vst_GUAN_2016
e3117737-c167-4799-9876-201962b58fb7,HARV_004,distributed,mixedForest,42.427091,-72.229737,WGS84,727894.17,4700915.85,18N,199.7,0.2,vst_HARV_2018
a0347e07-dbb0-4fd0-a24c-bbab6b104d00,HARV_006,distributed,deciduousForest,42.403097,-72.253722,WGS84,726007.13,4698187.21,18N,188.5,0.3,vst_HARV_2015
7bf19710-a21e-4da1-a1a6-91e5fc8c63a8,HARV_008,distributed,deciduousForest,42.444569,-72.22608,WGS84,728131.58,4702866.59,18N,241.6,0.2,vst_HARV_2015
50a07ef3-1257-4441-8d50-e3455f5aa846,HARV_012,distributed,deciduousForest,42.429498,-72.239809,WGS84,727056.85,4701156.14,18N,233.2,0.2,vst_HARV_2015
ddc28db3-4934-4c85-9848-c219f3358175,HARV_014,distributed,mixedForest,42.471451,-72.265726,WGS84,724774.56,4705745.95,18N,201.4,0.2,vst_HARV_2015
beff04d7-963f-4ce8-ba0c-b2d547e4362d,HARV_016,distributed,woodyWetlands,42.45848,-72.232,WGS84,727594.26,4704395.49,18N,230.5,0.2,vst_HARV_2015
9af1330d-aaf4-46db-b68c-7e005a54f337,HARV_020,distributed,woodyWetlands,42.436767,-72.228878,WGS84,727929.75,4701992.66,18N,225.4,0.3,vst_HARV_2015
780d0ebb-4030-4081-bda9-eaca09ae5cea,HARV_021,distributed,evergreenForest,42.45244,-72.2505,WGS84,726094.76,4703675.27,18N,174.6,0.2,vst_HARV_2015
d81b0ea6-8c6a-4d21-9dc4-76a46c9e18dc,HARV_022,distributed,evergreenForest,42.434194,-72.198778,WGS84,730415.14,4701788.24,18N,188.1,0.2,vst_HARV_2015
c7dffbc6-1d07-4149-b6f9-8386ea1e5e5d,HARV_023,distributed,evergreenForest,42.41433,-72.2266,WGS84,728198.56,4699507.18,18N,170.9,0.2,vst_HARV_2015
57f88129-44a9-4170-88cc-101b4373c04f,HARV_024,distributed,woodyWetlands,42.460002,-72.250871,WGS84,726037.03,4704514.04,18N,175,0.1,vst_HARV_2015
76cda930-0fcc-41ea-a4ca-c709a35db760,HARV_026,distributed,evergreenForest,42.410787,-72.247263,WGS84,726511.02,4699058.39,18N,193.2,0.3,vst_HARV_2015
ee31d71e-46cc-435c-98e2-536965b9911a,HARV_027,distributed,evergreenForest,42.430357,-72.253256,WGS84,725947.52,4701215.63,18N,182.3,0.2,vst_HARV_2015
24b56c2a-9265-4e0b-bf8f-e12631562e11,HARV_033,tower,deciduousForest,42.53831,-72.175606,WGS84,731936.03,4713413.55,18N,359,0.3,vst_HARV_2016
b512f4f7-5919-45dd-b99a-9d3f3ba44ea3,HARV_034,tower,evergreenForest,42.535693,-72.177962,WGS84,731752.23,4713116.48,18N,372.9,0.2,vst_HARV_2017
95db7a3a-b660-45a4-98c0-5598a2c3ae98,HARV_035,tower,evergreenForest,42.539971,-72.178087,WGS84,731726.13,4713591.21,18N,366.1,0.3,vst_HARV_2018
e458afbf-dc44-488c-bb4f-0ca314a43d87,HARV_036,tower,deciduousForest,42.542132,-72.17313,WGS84,732125.2,4713844.77,18N,367.6,0.2,vst_HARV_2015
a0babdfc-0c23-49d3-870a-071357b3f2be,HARV_037,tower,evergreenForest,42.537318,-72.17932,WGS84,731634.69,4713293.22,18N,364.6,0.3,vst_HARV_2016
f9f3da64-ee6e-4336-83ff-5a18fd41473d,HARV_038,tower,mixedForest,42.537345,-72.177876,WGS84,731753.17,4713300.17,18N,364.9,0.3,vst_HARV_2018
9817bc05-f1a3-4f9c-a50d-2596a84b08b0,HARV_039,tower,mixedForest,42.533244,-72.177698,WGS84,731782.97,4712845.24,18N,382,0.4,vst_HARV_2016
7b0f8d5d-2002-4ad7-8a87-bc769db5faa6,HARV_040,tower,mixedForest,42.539927,-72.175934,WGS84,731903.1,4713592.22,18N,342.2,0.3,vst_HARV_2015
3d4a25a8-7770-47f5-9117-50483571c60a,HARV_041,tower,evergreenForest,42.536803,-72.180802,WGS84,731514.88,4713231.98,18N,363.9,0.4,vst_HARV_2018
681dfeef-42a4-4c48-b330-eeab92fcbc1c,HARV_042,tower,mixedForest,42.53418,-72.176562,WGS84,731872.81,4712952.29,18N,368.8,0.3,vst_HARV_2017
1f4d8a04-4a79-4de2-a79f-76cfa57db751,HARV_043,tower,evergreenForest,42.541039,-72.17658,WGS84,731845.93,4713713.94,18N,354.7,0.3,vst_HARV_2015
7dfdeee8-4f81-4eb6-b3f7-0af5ef8a34f5,HARV_044,tower,deciduousForest,42.535382,-72.176499,WGS84,731873.53,4713085.95,18N,366.6,0.3,vst_HARV_2015
ee8a84ee-7a59-4fb5-b6bf-7e66500afbd5,HARV_045,tower,deciduousForest,42.542085,-72.171299,WGS84,732275.73,4713844.57,18N,369.8,0.3,vst_HARV_2017
7413fccb-708b-4a24-8d4e-42bbeba9813d,HARV_046,tower,mixedForest,42.537915,-72.180751,WGS84,731514.96,4713355.6,18N,360.8,0.2,vst_HARV_2015
3d49cbe2-737b-408a-8210-c0fc8b684739,HARV_047,tower,deciduousForest,42.536689,-72.175706,WGS84,731933.82,4713233.26,18N,367.3,0.4,vst_HARV_2015
242d1cd8-7bec-4ef6-9878-6cbd87708cb6,HARV_048,tower,mixedForest,42.54131,-72.178014,WGS84,731727.17,4713740.11,18N,359.9,0.5,vst_HARV_2015
aa41b0d7-7383-4f05-8ae0-4eded2a92d9f,HARV_049,tower,mixedForest,42.535178,-72.17978,WGS84,731604.82,4713054.31,18N,370.6,0.3,vst_HARV_2018
e1bef761-c457-4c92-a416-b8fb427c1681,HARV_050,tower,mixedForest,42.536276,-72.179361,WGS84,731635.17,4713177.39,18N,366.5,0.3,vst_HARV_2018
524dfaff-c2da-4358-b60f-fc2a7adea356,HARV_051,tower,mixedForest,42.53409,-72.179145,WGS84,731661,4712935.23,18N,368.2,0.5,vst_HARV_2017
5b4fdf26-d3c4-4f97-8a98-0e15d37352f6,HARV_052,tower,mixedForest,42.54214,-72.176565,WGS84,731843.09,4713836.25,18N,359.9,0.3,vst_HARV_2016
