uid,namedLocation,date,eventID,domainID,siteID,plotID,individualID,growthForm,stemDiameter,measurementHeight,height
a71e24c7-66fc-41fa-a442-66152714a773,GUAN_005.basePlot.vst,2018-02-06,vst_GUAN_2017,D04,GUAN,GUAN_005,NEON.PLA.D04.GUAN.04185,single bole tree,16.0,130,3.5
33b9e854-701b-4cb8-87d7-4e3529481b0a,GUAN_005.basePlot.vst,2018-02-06,vst_GUAN_2017,D04,GUAN,GUAN_005,NEON.PLA.D04.GUAN.04175,NA,NA,NA,NA
329a70ca-2596-4b8a-8e32-8933ab7f789f,GUAN_005.basePlot.vst,2018-02-06,vst_GUAN_2017,D04,GUAN,GUAN_005,NEON.PLA.D04.GUAN.04170A,multi-bole tree,15.8,130,4.9
7e13de3b-80de-45cb-bab5-cc61f5c8334a,GUAN_005.basePlot.vst,2018-02-06,vst_GUAN_2017,D04,GUAN,GUAN_005,NEON.PLA.D04.GUAN.04170,multi-bole tree,15.8,130,4.9
f9ebd614-f030-4a5b-9a11-067499acde82,GUAN_005.basePlot.vst,2018-02-06,vst_GUAN_2017,D04,GUAN,GUAN_005,NEON.PLA.D04.GUAN.04172,single bole tree,19.5,130,5.5
81f71a22-d319-4eac-840b-4704d72d955c,GUAN_005.basePlot.vst,2018-02-06,vst_GUAN_2017,D04,GUAN,GUAN_005,NEON.PLA.D04.GUAN.04179,single bole tree,12.5,130,6.0
a2e710e0-439d-4c07-85da-17d98ff09b2f,GUAN_005.basePlot.vst,2018-02-06,vst_GUAN_2017,D04,GUAN,GUAN_005,NEON.PLA.D04.GUAN.04181,multi-bole tree,10.5,160,4.9
3bd651e6-3cb7-430d-8397-1f7250ebd398,GUAN_005.basePlot.vst,2018-02-06,vst_GUAN_2017,D04,GUAN,GUAN_005,NEON.PLA.D04.GUAN.04171,single bole tree,33.8,130,5.9
9dc988da-d17c-45f6-8e30-75125a70c4dc,GUAN_005.basePlot.vst,2018-02-06,vst_GUAN_2017,D04,GUAN,GUAN_005,NEON.PLA.D04.GUAN.04184,NA,NA,NA,NA
aebfef71-d18c-45f3-ab3f-9189ccf86b85,GUAN_005.basePlot.vst,2018-02-06,vst_GUAN_2017,D04,GUAN,GUAN_005,NEON.PLA.D04.GUAN.04177,single shrub,10.3,130,6.5
6042c29e-a2c4-418a-b658-fa4358b5cdc2,GUAN_005.basePlot.vst,2018-02-06,vst_GUAN_2017,D04,GUAN,GUAN_005,NEON.PLA.D04.GUAN.04182,NA,NA,NA,NA
