uid,namedLocation,date,eventID,domainID,siteID,plotID,individualID,growthForm,stemDiameter,measurementHeight,height
7004f51d-69af-4fdc-bf25-379ad01044b8,HARV_046.basePlot.vst,2016-08-08,vst_HARV_2016,D01,HARV,HARV_046,NEON.PLA.D01.HARV.10855,single bole tree,15.1,130,1.8
9c307e0e-3e54-42f5-83cd-29bd86c2247f,HARV_046.basePlot.vst,2016-08-08,vst_HARV_2016,D01,HARV,HARV_046,NEON.PLA.D01.HARV.04272,single bole tree,21.0,130,12.2
85705f94-f2c5-4d26-ba48-bf8e5bce4a3c,HARV_046.basePlot.vst,2016-08-08,vst_HARV_2016,D01,HARV,HARV_046,NEON.PLA.D01.HARV.04243,single bole tree,13.9,130,10.0
f5ce8082-a9cd-4b2d-b072-69cd3353e3c1,HARV_046.basePlot.vst,2016-08-08,vst_HARV_2016,D01,HARV,HARV_046,NEON.PLA.D01.HARV.10854,single bole tree,28.8,140,15.3
a7013459-99f9-46e6-9e8d-5612aee1de38,HARV_046.basePlot.vst,2016-08-08,vst_HARV_2016,D01,HARV,HARV_046,NEON.PLA.D01.HARV.10853,single bole tree,24.1,130,14.7
a8c9ff5b-b889-469c-8345-cadbeb6722ba,HARV_046.basePlot.vst,2016-08-08,vst_HARV_2016,D01,HARV,HARV_046,NEON.PLA.D01.HARV.04248,single bole tree,18.0,130,12.4
01a56531-0e98-4896-b200-5cceacf28b7c,HARV_046.basePlot.vst,2016-08-08,vst_HARV_2016,D01,HARV,HARV_046,NEON.PLA.D01.HARV.04250,single bole tree,20.4,130,12.8
dcb6b438-7137-4d2a-b658-e22d60caeafc,HARV_046.basePlot.vst,2016-08-08,vst_HARV_2016,D01,HARV,HARV_046,NEON.PLA.D01.HARV.10848,single bole tree,17.0,130,13.0
7083fe95-5ef3-4d82-8448-bb1cdc5a3805,HARV_046.basePlot.vst,2016-08-08,vst_HARV_2016,D01,HARV,HARV_046,NEON.PLA.D01.HARV.04261,single bole tree,17.7,130,12.5
14dbd4ff-2cdf-4c9a-afab-9b27c999cd2f,HARV_046.basePlot.vst,2016-08-08,vst_HARV_2016,D01,HARV,HARV_046,NEON.PLA.D01.HARV.04262,single bole tree,20.0,130,7.9
853851b1-2dcd-4619-86fa-ed7da42e4895,HARV_046.basePlot.vst,2016-08-08,vst_HARV_2016,D01,HARV,HARV_046,NEON.PLA.D01.HARV.04246,single bole tree,22.6,130,11.9
01347932-57ee-4d92-9249-f16bc1d815cd,HARV_046.basePlot.vst,2016-08-08,vst_HARV_2016,D01,HARV,HARV_046,NEON.PLA.D01.HARV.10849,single bole tree,11.5,130,8.5
89e9f5fb-97cc-488b-abbe-5f116d614c99,HARV_046.basePlot.vst,2016-08-08,vst_HARV_2016,D01,HARV,HARV_046,NEON.PLA.D01.HARV.04239,single bole tree,38.4,130,14.9
