uid,namedLocation,date,eventID,domainID,siteID,plotID,individualID,growthForm,stemDiameter,measurementHeight,height
6d02b31e-beb6-4ed5-af40-5b992e817c16,BLAN_035.basePlot.vst,2016-09-09,vst_BLAN_2016,D02,BLAN,BLAN_035,NEON.PLA.D02.BLAN.13298,single bole tree,10.8,130,6.5
8a44f4bd-5d8a-4dcf-bbd6-3a8cfd27a1fb,BLAN_052.basePlot.vst,2016-09-09,vst_BLAN_2016,D02,BLAN,BLAN_052,NEON.PLA.D02.BLAN.08168,single bole tree,17.4,130,7.0
9cc5fa2a-3d45-45c9-becd-4c21ca08241c,BLAN_052.basePlot.vst,2016-09-09,vst_BLAN_2016,D02,BLAN,BLAN_052,NEON.PLA.D02.BLAN.00082,single bole tree,11.6,130,6.0
7d0e81bf-c3cb-4cce-b46f-dfeae051be85,BLAN_052.basePlot.vst,2016-09-09,vst_BLAN_2016,D02,BLAN,BLAN_052,NEON.PLA.D02.BLAN.08167,single bole tree,12.3,130,5.9
79dbd105-e708-4d9d-b509-b770b7036efb,BLAN_052.basePlot.vst,2016-09-09,vst_BLAN_2016,D02,BLAN,BLAN_052,NEON.PLA.D02.BLAN.08218,single bole tree,13.0,130,6.5
f83405e9-627a-4708-99be-e776db0fbfdb,BLAN_052.basePlot.vst,2016-09-09,vst_BLAN_2016,D02,BLAN,BLAN_052,NEON.PLA.D02.BLAN.13191,single bole tree,10.1,130,NA
f7d2e111-bd0c-4f7f-9830-0bd2672a1147,BLAN_057.basePlot.vst,2016-09-13,vst_BLAN_2016,D02,BLAN,BLAN_057,NEON.PLA.D02.BLAN.05354,small shrub,NA,NA,1.1
d0999f04-ced8-4676-9b77-7e013cd2d112,BLAN_057.basePlot.vst,2016-09-13,vst_BLAN_2016,D02,BLAN,BLAN_057,NEON.PLA.D02.BLAN.05385,single shrub,1.3,130,2.4
385c52c7-3d94-45de-8cd0-834bf70c1129,BLAN_057.basePlot.vst,2016-09-13,vst_BLAN_2016,D02,BLAN,BLAN_057,NEON.PLA.D02.BLAN.05375,single shrub,3.2,130,4.4
61f30be8-1532-4be1-a63d-2487ec10f8da,BLAN_057.basePlot.vst,2016-09-13,vst_BLAN_2016,D02,BLAN,BLAN_057,NEON.PLA.D02.BLAN.08411,single shrub,1.4,130,4.1
