title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
NEON Woody plant survey data: ACCE DTP analytical subset,"This data product, sourced from the NEON data portal for the purposes of the ACCE DTP tutorial, contains processed individual level data from measurements of woody individuals and shrub groups. ",01/05/2020,"National Ecological Observatory Network. 2020. Data Products: DP1.10098.001.  Provisional data downloaded from http://data.neonscience.org on 2020-01-15. Battelle, Boulder, CO, USA","annual net primary productivity (ANPP), biomass, carbon cycle, lianas, net primary productivity (NPP), plant productivity, plants, production, productivity, saplings, shrubs, trees, vegetation, woody plants",CC-0,National Science Foundation,NEON Domain areas D01:D09,47.16582,-66.82463,17.95570,-99.11107,NA,2015-05-18,2018-11-16
